image_name,image_path,label,is_test,is_augmented,fold
Healthy-28-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-28-img-1.jpg,Healthy,False,False,1
Healthy-28-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-28-img-2.jpg,Healthy,False,False,2
Healthy-28-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-28-img-3.jpg,Healthy,False,False,1
Healthy-29-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-29-img-1.jpg,Healthy,True,False,-1
Healthy-29-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-29-img-2.jpg,Healthy,False,False,2
Healthy-29-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-29-img-3.jpg,Healthy,False,False,4
Healthy-3-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-3-img-1.jpg,Healthy,False,False,4
Healthy-3-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-3-img-2.jpg,Healthy,True,False,-1
Healthy-3-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-3-img-3.jpg,Healthy,False,False,0
Healthy-30-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-30-img-1.jpg,Healthy,False,False,1
Healthy-31-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-31-img-1.jpg,Healthy,False,False,3
Healthy-31-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-31-img-3.jpg,Healthy,False,False,0
Healthy-32-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-32-img-1.jpg,Healthy,False,False,4
Healthy-32-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-32-img-2.jpg,Healthy,False,False,1
Healthy-32-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-32-img-3.jpg,Healthy,False,False,0
Healthy-33-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-33-img-1.jpg,Healthy,False,False,2
Healthy-33-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-33-img-2.jpg,Healthy,False,False,3
Healthy-33-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-33-img-3.jpg,Healthy,False,False,4
Healthy-34-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-34-img-1.jpg,Healthy,False,False,1
Healthy-34-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-34-img-3.jpg,Healthy,False,False,1
Healthy-35-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-35-img-1.jpg,Healthy,False,False,0
Healthy-35-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-35-img-2.jpg,Healthy,False,False,3
Healthy-35-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-35-img-3.jpg,Healthy,False,False,0
Healthy-36-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-36-img-1.jpg,Healthy,False,False,0
Healthy-36-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-36-img-2.jpg,Healthy,False,False,4
Healthy-36-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-36-img-3.jpg,Healthy,False,False,4
Healthy-37-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-37-img-1.jpg,Healthy,False,False,3
Healthy-37-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-37-img-2.jpg,Healthy,False,False,0
Healthy-37-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-37-img-3.jpg,Healthy,False,False,4
Healthy-38-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-38-img-1.jpg,Healthy,False,False,3
Healthy-38-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-38-img-2.jpg,Healthy,False,False,1
Healthy-39-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-39-img-1.jpg,Healthy,False,False,3
Healthy-4-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-4-img-1.jpg,Healthy,False,False,0
Healthy-4-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-4-img-2.jpg,Healthy,False,False,2
Healthy-4-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-4-img-3.jpg,Healthy,True,False,-1
Healthy-40-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-40-img-1.jpg,Healthy,False,False,0
Healthy-40-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-40-img-2.jpg,Healthy,False,False,0
Healthy-41-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-41-img-1.jpg,Healthy,False,False,2
Healthy-42-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-42-img-1.jpg,Healthy,True,False,-1
Healthy-42-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-42-img-2.jpg,Healthy,False,False,2
Healthy-43-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-43-img-1.jpg,Healthy,False,False,3
Healthy-43-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-43-img-3.jpg,Healthy,True,False,-1
Healthy-44-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-44-img-1.jpg,Healthy,False,False,4
Healthy-44-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-44-img-2.jpg,Healthy,False,False,1
Healthy-44-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-44-img-3.jpg,Healthy,False,False,2
Healthy-45-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-45-img-1.jpg,Healthy,True,False,-1
Healthy-45-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-45-img-2.jpg,Healthy,False,False,0
Healthy-45-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-45-img-3.jpg,Healthy,False,False,2
Healthy-46-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-46-img-1.jpg,Healthy,False,False,4
Healthy-46-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-46-img-3.jpg,Healthy,False,False,3
Healthy-47-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-47-img-1.jpg,Healthy,False,False,4
Healthy-47-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-47-img-2.jpg,Healthy,False,False,1
Healthy-47-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-47-img-3.jpg,Healthy,False,False,3
Healthy-48-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-48-img-1.jpg,Healthy,False,False,3
Healthy-48-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-48-img-3.jpg,Healthy,False,False,3
Healthy-49-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-49-img-1.jpg,Healthy,False,False,2
Healthy-49-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-49-img-3.jpg,Healthy,False,False,0
Healthy-5-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-5-img-1.jpg,Healthy,False,False,2
Healthy-5-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-5-img-2.jpg,Healthy,False,False,4
Healthy-5-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-5-img-3.jpg,Healthy,False,False,2
Healthy-50-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-50-img-1.jpg,Healthy,False,False,1
Healthy-50-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-50-img-2.jpg,Healthy,False,False,1
Healthy-50-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-50-img-3.jpg,Healthy,False,False,4
Healthy-51-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-51-img-1.jpg,Healthy,False,False,1
Healthy-51-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-51-img-3.jpg,Healthy,False,False,1
Healthy-52-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-52-img-1.jpg,Healthy,False,False,1
Healthy-52-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-52-img-2.jpg,Healthy,False,False,2
Healthy-52-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-52-img-3.jpg,Healthy,False,False,3
Healthy-53-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-53-img-1.jpg,Healthy,False,False,3
Healthy-53-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-53-img-2.jpg,Healthy,True,False,-1
Healthy-54-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-54-img-1.jpg,Healthy,False,False,1
Healthy-54-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-54-img-2.jpg,Healthy,False,False,0
Healthy-55-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-55-img-1.jpg,Healthy,False,False,1
Healthy-56-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-56-img-1.jpg,Healthy,False,False,1
Healthy-56-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-56-img-2.jpg,Healthy,False,False,0
Healthy-56-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-56-img-3.jpg,Healthy,False,False,1
Healthy-57-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-57-img-1.jpg,Healthy,False,False,0
Healthy-57-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-57-img-2.jpg,Healthy,False,False,1
Healthy-57-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-57-img-3.jpg,Healthy,True,False,-1
Healthy-58-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-58-img-1.jpg,Healthy,False,False,3
Healthy-58-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-58-img-2.jpg,Healthy,False,False,2
Healthy-59-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-59-img-1.jpg,Healthy,False,False,0
Healthy-59-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-59-img-2.jpg,Healthy,False,False,0
Healthy-6-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-6-img-1.jpg,Healthy,False,False,0
Healthy-6-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-6-img-2.jpg,Healthy,False,False,1
Healthy-6-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-6-img-3.jpg,Healthy,False,False,2
Healthy-60-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-60-img-1.jpg,Healthy,True,False,-1
Healthy-60-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-60-img-2.jpg,Healthy,False,False,3
Healthy-60-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-60-img-3.jpg,Healthy,True,False,-1
Healthy-61-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-61-img-1.jpg,Healthy,False,False,0
Healthy-61-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-61-img-2.jpg,Healthy,False,False,0
Healthy-62-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-62-img-1.jpg,Healthy,False,False,0
Healthy-62-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-62-img-2.jpg,Healthy,False,False,3
Healthy-62-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-62-img-3.jpg,Healthy,False,False,2
Healthy-63-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-63-img-2.jpg,Healthy,False,False,2
Healthy-63-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-63-img-3.jpg,Healthy,False,False,3
Healthy-64-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-64-img-3.jpg,Healthy,True,False,-1
Healthy-65-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-65-img-2.jpg,Healthy,False,False,2
Healthy-65-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-65-img-3.jpg,Healthy,False,False,3
Healthy-66-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-66-img-2.jpg,Healthy,False,False,4
Healthy-66-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-66-img-3.jpg,Healthy,False,False,2
Healthy-67-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-67-img-1.jpg,Healthy,False,False,2
Healthy-67-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-67-img-2.jpg,Healthy,False,False,2
Healthy-67-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-67-img-3.jpg,Healthy,False,False,2
Healthy-68-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-68-img-1.jpg,Healthy,False,False,1
Healthy-68-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-68-img-2.jpg,Healthy,False,False,2
Healthy-69-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-69-img-1.jpg,Healthy,False,False,1
Healthy-69-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-69-img-2.jpg,Healthy,False,False,0
Healthy-69-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-69-img-3.jpg,Healthy,False,False,1
Healthy-7-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-7-img-1.jpg,Healthy,False,False,0
Healthy-7-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-7-img-2.jpg,Healthy,False,False,0
Healthy-7-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-7-img-3.jpg,Healthy,True,False,-1
Healthy-70-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-70-img-3.jpg,Healthy,False,False,0
Healthy-71-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-71-img-1.jpg,Healthy,True,False,-1
Healthy-72-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-72-img-1.jpg,Healthy,False,False,3
Healthy-72-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-72-img-2.jpg,Healthy,False,False,4
Healthy-72-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-72-img-3.jpg,Healthy,False,False,4
Healthy-73-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-73-img-1.jpg,Healthy,False,False,4
Healthy-73-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-73-img-2.jpg,Healthy,True,False,-1
Healthy-73-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-73-img-3.jpg,Healthy,False,False,4
Healthy-74-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-74-img-1.jpg,Healthy,False,False,2
Healthy-74-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-74-img-2.jpg,Healthy,True,False,-1
Healthy-74-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-74-img-3.jpg,Healthy,False,False,3
Healthy-76-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-76-img-1.jpg,Healthy,False,False,4
Healthy-77-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-77-img-1.jpg,Healthy,True,False,-1
Healthy-77-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-77-img-2.jpg,Healthy,False,False,0
Healthy-77-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-77-img-3.jpg,Healthy,False,False,3
Healthy-78-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-78-img-3.jpg,Healthy,True,False,-1
Healthy-79-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-79-img-1.jpg,Healthy,True,False,-1
Healthy-79-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-79-img-2.jpg,Healthy,False,False,3
Healthy-8-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-8-img-1.jpg,Healthy,False,False,0
Healthy-8-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-8-img-2.jpg,Healthy,False,False,0
Healthy-80-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-80-img-1.jpg,Healthy,False,False,4
Healthy-80-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-80-img-2.jpg,Healthy,False,False,3
Healthy-80-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-80-img-3.jpg,Healthy,True,False,-1
Healthy-81-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-81-img-1.jpg,Healthy,False,False,0
Healthy-81-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-81-img-2.jpg,Healthy,False,False,1
Healthy-81-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-81-img-3.jpg,Healthy,False,False,4
Healthy-82-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-82-img-2.jpg,Healthy,False,False,1
Healthy-83-img-3.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-83-img-3.jpg,Healthy,True,False,-1
Healthy-84-img-1.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-84-img-1.jpg,Healthy,False,False,4
Healthy-84-img-2.jpg,C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-84-img-2.jpg,Healthy,False,False,4
